name,taskid,kind,started,resolved,locale
repackage-msi-bs-win64-shippable/opt,bGnRYMNlTGC7TTNAXuWRDw,repackage-msi,2019-06-18 01:06:23.406000+00:00,2019-06-18 01:17:38.782000+00:00,
repackage-msi-ko-win32-shippable/opt,bGuoQU7eT8WF_vVFaxQwyg,repackage-msi,2019-06-18 00:52:41.277000+00:00,2019-06-18 01:04:12.708000+00:00,
beetmover-checksums-hr-linux-shippable/opt,bGxMLS0CRM-1r7UhMyFGhA,beetmover-checksums,2019-06-18 00:54:10.861000+00:00,2019-06-18 00:55:06.226000+00:00,hr
beetmover-checksums-hsb-linux-shippable/opt,bILomcWMT4-G-H-xEKGhSw,beetmover-checksums,2019-06-18 00:54:10.936000+00:00,2019-06-18 00:54:23.998000+00:00,hsb
repackage-signing-l10n-lt-win32-shippable/opt,bIPytl8bSo6sUzU0ekOGAg,repackage-signing-l10n,2019-06-18 00:49:19.580000+00:00,2019-06-18 00:50:01.861000+00:00,
beetmover-checksums-wo-linux-shippable/opt,bIfTqQkZRcyqn7PrgMQ7dQ,beetmover-checksums,2019-06-18 00:49:20.279000+00:00,2019-06-18 00:50:27.994000+00:00,wo
partials-signing-trs-win32-shippable/opt,bIus12RJSmepucvefKGHwA,partials-signing,2019-06-18 00:54:15.612000+00:00,2019-06-18 00:54:32.018000+00:00,
beetmover-repackage-sk-linux64-shippable/opt,bJHJyG_GTB-FoqmdGXFIDw,beetmover-repackage,2019-06-18 00:31:34.079000+00:00,2019-06-18 00:32:22.885000+00:00,sk
beetmover-repackage-hy-AM-win64-shippable/opt,bJV3kNUoR0WqttVtuA-XEQ,beetmover-repackage,2019-06-18 01:29:42.827000+00:00,2019-06-18 01:31:08.722000+00:00,hy-AM
partials-signing-ru-linux64-shippable/opt,bK0Vipg5RSOJDLbeQ0dQSw,partials-signing,2019-06-18 00:28:00.354000+00:00,2019-06-18 00:28:15.060000+00:00,
balrog-rm-macosx64-shippable/opt,bK65eSvzSOWeDpoNybEntA,balrog,2019-06-17 23:43:20.392000+00:00,2019-06-17 23:43:34.546000+00:00,
beetmover-checksums-ast-linux64-shippable/opt,bK7-y82OSEeopQT7tRKqAg,beetmover-checksums,2019-06-18 00:48:22.874000+00:00,2019-06-18 00:49:14.309000+00:00,ast
repackage-signing-l10n-oc-win32-shippable/opt,bK8rZ47NRw2r48Syyuw25A,repackage-signing-l10n,2019-06-18 00:59:35.540000+00:00,2019-06-18 01:01:07.608000+00:00,
repackage-l10n-sv-SE-win64-aarch64-shippable/opt,bKLXNkVzQTOcONpqoxOfpQ,repackage-l10n,2019-06-18 00:53:52.461000+00:00,2019-06-18 01:06:23.311000+00:00,
balrog-sv-SE-win64-aarch64-shippable/opt,bLHB2e1_TjS6pStQWGh5VA,balrog,2019-06-18 01:20:14.239000+00:00,2019-06-18 01:20:29.941000+00:00,
repackage-signing-l10n-gl-win64-shippable/opt,bLYQup73QDSOd5b1r_OU-g,repackage-signing-l10n,2019-06-18 01:00:48.588000+00:00,2019-06-18 01:01:36.029000+00:00,
partials-signing-id-win64-aarch64-shippable/opt,bLbQS9FRRBmH7dUi1xLc9Q,partials-signing,2019-06-18 01:13:19.445000+00:00,2019-06-18 01:13:37.529000+00:00,
beetmover-repackage-ms-win64-shippable/opt,bM1Yvq3-RF62Acv2YtdVtA,beetmover-repackage,2019-06-18 01:28:44.589000+00:00,2019-06-18 01:30:13.626000+00:00,ms
beetmover-repackage-pt-PT-win32-shippable/opt,bMMPikeDRiGkpZoRgrCWfQ,beetmover-repackage,2019-06-18 01:14:33.872000+00:00,2019-06-18 01:15:18.930000+00:00,pt-PT
beetmover-repackage-nn-NO-win64-aarch64-shippable/opt,bMRZ_0DTS0uYBNeR-FmDVA,beetmover-repackage,2019-06-18 01:18:16.710000+00:00,2019-06-18 01:19:11.765000+00:00,nn-NO
balrog-hi-IN-win64-shippable/opt,bMTMEhqDSOCc0XoMmdPjBw,balrog,2019-06-18 01:29:26.287000+00:00,2019-06-18 01:29:44.054000+00:00,
repackage-l10n-uk-win64-shippable/opt,bMVJytLJSiGAenHJdTiy-Q,repackage-l10n,2019-06-18 00:35:47.726000+00:00,2019-06-18 00:51:01.156000+00:00,
mar-signing-l10n-kk-linux-shippable/opt,bM_u3e_BRtuArJXUjnRJNQ,mar-signing-l10n,2019-06-18 00:33:47.570000+00:00,2019-06-18 00:34:48.155000+00:00,
repackage-signing-msi-lo-win64-shippable/opt,bN3W9PR-SPqnmVg2BhRUAw,repackage-signing-msi,2019-06-18 01:27:36.959000+00:00,2019-06-18 01:28:13.610000+00:00,
checksums-signing-cak-linux64-shippable/opt,bN4YmfUBTp6vM5cr8wRTBg,checksums-signing,2019-06-18 00:41:40.068000+00:00,2019-06-18 00:41:53.271000+00:00,
beetmover-repackage-mr-linux64-shippable/opt,bN9UgX4tT-2LSplGXGvZTw,beetmover-repackage,2019-06-18 00:30:17.213000+00:00,2019-06-18 00:31:29.372000+00:00,mr
mar-signing-l10n-it-win32-shippable/opt,bNyKSD9uS4yXr8ezg7XLiA,mar-signing-l10n,2019-06-18 00:45:33.084000+00:00,2019-06-18 00:45:44.459000+00:00,
partials-bn-win64-aarch64-shippable/opt,bODVZtj-TmavBJJWgMVW_g,partials,2019-06-18 01:08:50.142000+00:00,2019-06-18 01:12:27.605000+00:00,
repackage-l10n-vi-win64-aarch64-shippable/opt,bOPPiNGuQH2hfDz514qWmg,repackage-l10n,2019-06-18 00:47:54.288000+00:00,2019-06-18 00:58:34.623000+00:00,
mar-signing-l10n-oc-macosx64-shippable/opt,bPAMoy-xT0GR-SjtB8SGCA,mar-signing-l10n,2019-06-17 23:42:52.611000+00:00,2019-06-17 23:43:09.161000+00:00,
partials-signing-ko-linux64-shippable/opt,bPEe3IFVSNKMApxNnlLuUQ,partials-signing,2019-06-18 00:26:31.673000+00:00,2019-06-18 00:26:45.996000+00:00,
repackage-l10n-et-macosx64-shippable/opt,bPL5pkuASDqzo1BwbmdawQ,repackage-l10n,2019-06-17 23:39:33.168000+00:00,2019-06-17 23:41:51.570000+00:00,
beetmover-checksums-mr-win64-shippable/opt,bPccjS84T4-A1E-DIqRPzg,beetmover-checksums,2019-06-18 01:35:35.076000+00:00,2019-06-18 01:35:48.239000+00:00,mr
mar-signing-l10n-fr-win64-aarch64-shippable/opt,bQMcWUdhTsesw3rsh963_Q,mar-signing-l10n,2019-06-18 01:10:26.363000+00:00,2019-06-18 01:10:42.735000+00:00,
repackage-l10n-ru-win64-aarch64-shippable/opt,bQNC6RZ2T8CYlJp-IAwulQ,repackage-l10n,2019-06-18 00:56:00.175000+00:00,2019-06-18 01:08:44.295000+00:00,
checksums-signing-sk-win32-shippable/opt,bQg5MKk0TFG9W-7Km9GlaQ,checksums-signing,2019-06-18 01:19:33.494000+00:00,2019-06-18 01:19:46.755000+00:00,
checksums-signing-nl-win64-shippable/opt,bReXGF9qSsK9-xvo_DtFuQ,checksums-signing,2019-06-18 01:33:37.177000+00:00,2019-06-18 01:34:42.656000+00:00,
beetmover-checksums-lo-win64-shippable/opt,bS1Rzr0eT6ebb0kI_8MZYg,beetmover-checksums,2019-06-18 01:39:42.151000+00:00,2019-06-18 01:39:56.536000+00:00,lo
partials-signing-bs-linux-shippable/opt,bSfJco26Ri-WktTeaLNt-g,partials-signing,2019-06-18 00:39:33.648000+00:00,2019-06-18 00:40:15.621000+00:00,
checksums-signing-hu-win64-aarch64-shippable/opt,bTojQyMQSpau_y8T18Kjhw,checksums-signing,2019-06-18 01:22:44.241000+00:00,2019-06-18 01:22:57.134000+00:00,
balrog-si-macosx64-shippable/opt,bU0GoMq-SbqWYYZz0vsDxw,balrog,2019-06-17 23:40:52.586000+00:00,2019-06-17 23:41:26.118000+00:00,
checksums-signing-fa-win32-shippable/opt,bU8mR85UTJq8UMfEdKDrhA,checksums-signing,2019-06-18 01:16:38.482000+00:00,2019-06-18 01:16:52.402000+00:00,
repackage-signing-msi-ne-NP-win64-shippable/opt,bVUaz4eERI2cvIkfZVWV3A,repackage-signing-msi,2019-06-18 01:19:53.363000+00:00,2019-06-18 01:20:23.220000+00:00,
repackage-signing-l10n-pt-PT-win64-shippable/opt,bW3OhX0IRrqkEcV-oOyH_Q,repackage-signing-l10n,2019-06-18 01:00:19.239000+00:00,2019-06-18 01:01:29.360000+00:00,
mar-signing-l10n-ach-win64-shippable/opt,bWZSivDNRUus1WBFnCtL5A,mar-signing-l10n,2019-06-18 01:01:37.341000+00:00,2019-06-18 01:01:49.498000+00:00,
checksums-signing-vi-linux-shippable/opt,bXeNoqEyS3ukNB9ztMWh4g,checksums-signing,2019-06-18 00:49:19.255000+00:00,2019-06-18 00:49:31.599000+00:00,
beetmover-checksums-trs-win32-shippable/opt,bXgN6DdNREaziXIp9Suf9w,beetmover-checksums,2019-06-18 01:15:56.804000+00:00,2019-06-18 01:16:10.292000+00:00,trs
balrog-gd-win64-aarch64-shippable/opt,bYKkICZUSmq9BlMVPuSJqw,balrog,2019-06-18 01:23:01.909000+00:00,2019-06-18 01:23:18.208000+00:00,
partials-signing-he-win32-shippable/opt,bYmw42r2TVaq4_aTy_L8Ww,partials-signing,2019-06-18 01:04:50.446000+00:00,2019-06-18 01:05:09.361000+00:00,
repackage-l10n-hu-win32-shippable/opt,bYy406DDQuuLSbKNinam9g,repackage-l10n,2019-06-18 00:35:03.928000+00:00,2019-06-18 00:48:59.818000+00:00,
partials-signing-sr-macosx64-shippable/opt,bZ0gAwoqTCSj8ipwvGz6fA,partials-signing,2019-06-17 23:58:44.081000+00:00,2019-06-17 23:59:40.120000+00:00,
partials-ro-win32-shippable/opt,bZene7hnQ4mT3JSSrdfgzQ,partials,2019-06-18 00:47:26.779000+00:00,2019-06-18 00:50:28.241000+00:00,
partials-af-win64-aarch64-shippable/opt,bZioDuipTFKYnIXx7A0x4Q,partials,2019-06-18 01:19:19.919000+00:00,2019-06-18 01:23:25.105000+00:00,
partials-uk-win32-shippable/opt,bZpQQEdlR7O71LdANj4gqQ,partials,2019-06-18 00:30:48.587000+00:00,2019-06-18 00:33:58.610000+00:00,
beetmover-repackage-si-win32-shippable/opt,b_2dG7alQCipZ3C1Rhubhg,beetmover-repackage,2019-06-18 01:10:14.964000+00:00,2019-06-18 01:11:30.799000+00:00,si
repackage-msi-is-win32-shippable/opt,b_SkI3MJTbydEwq89MNOLQ,repackage-msi,2019-06-18 00:44:51.617000+00:00,2019-06-18 00:55:12.903000+00:00,
repackage-l10n-cs-macosx64-shippable/opt,b_gsM7iERLKCt-puqZ2HRQ,repackage-l10n,2019-06-17 23:32:59.387000+00:00,2019-06-17 23:35:41.004000+00:00,
partials-signing-es-AR-macosx64-shippable/opt,b_tsH_6iR0SEejcUbhvqjw,partials-signing,2019-06-17 23:58:56.777000+00:00,2019-06-17 23:59:11.802000+00:00,
checksums-signing-bg-win64-shippable/opt,ba3aYvJ4SgOykE65ph1Zkg,checksums-signing,2019-06-18 01:30:11.438000+00:00,2019-06-18 01:30:25.034000+00:00,
beetmover-checksums-uz-linux64-shippable/opt,baRt7_TiQ8CPttdSd0vKqw,beetmover-checksums,2019-06-18 00:43:11.372000+00:00,2019-06-18 00:43:48.916000+00:00,uz
partials-ta-macosx64-shippable/opt,baYBlDfTRr-P7eEkWEYUdA,partials,2019-06-17 23:43:37.621000+00:00,2019-06-17 23:49:44.885000+00:00,
beetmover-repackage-eu-win32-shippable/opt,bawRrxjzR5yqa4lYL811-g,beetmover-repackage,2019-06-18 01:16:06.807000+00:00,2019-06-18 01:17:27.662000+00:00,eu
beetmover-checksums-el-linux64-shippable/opt,bdNKDf7fQjC_tghY2O01vw,beetmover-checksums,2019-06-18 00:43:26.738000+00:00,2019-06-18 00:43:40.144000+00:00,el
beetmover-repackage-bn-win64-aarch64-shippable/opt,bdTV1bzqSge83tFok96DVg,beetmover-repackage,2019-06-18 01:21:47.517000+00:00,2019-06-18 01:23:02.099000+00:00,bn
checksums-signing-kab-macosx64-shippable/opt,bdksaiVvQLKvXY47HTJkzQ,checksums-signing,2019-06-17 23:42:58.631000+00:00,2019-06-17 23:43:33.187000+00:00,
repackage-l10n-eu-macosx64-shippable/opt,be-XQSWZStKcBBpPAxk4yQ,repackage-l10n,2019-06-17 23:39:36.848000+00:00,2019-06-17 23:44:23.395000+00:00,
partials-signing-gu-IN-macosx64-shippable/opt,bfAyKEr0Tcex9VfBHrYDJg,partials-signing,2019-06-17 23:41:25.795000+00:00,2019-06-17 23:41:40.119000+00:00,
beetmover-repackage-is-win32-shippable/opt,bf_sMK76SuOKm6JWp1j0Iw,beetmover-repackage,2019-06-18 01:05:39.731000+00:00,2019-06-18 01:06:25.099000+00:00,is
partials-hsb-win64-shippable/opt,bf_y_Yg0RJWD8zV0glEyTA,partials,2019-06-18 00:51:39.758000+00:00,2019-06-18 00:54:57.317000+00:00,
partials-signing-ko-macosx64-shippable/opt,bfjnAkTlSWKL_PhmUXLd3g,partials-signing,2019-06-17 23:55:57.571000+00:00,2019-06-17 23:56:12.059000+00:00,
beetmover-repackage-dsb-macosx64-shippable/opt,bfo4EeuqSKiveOWMVHdPSw,beetmover-repackage,2019-06-18 00:11:28.933000+00:00,2019-06-18 00:12:51.875000+00:00,dsb
checksums-signing-ne-NP-linux-shippable/opt,bg4pspDeSb2WXibyv7lwtw,checksums-signing,2019-06-18 00:55:20.482000+00:00,2019-06-18 00:55:33.277000+00:00,
beetmover-checksums-id-linux-shippable/opt,bgaLq1D6TXqqV0afSSpc0g,beetmover-checksums,2019-06-18 00:54:54.685000+00:00,2019-06-18 00:55:07.911000+00:00,id
nightly-l10n-win64-aarch64-shippable-4/opt,bgeW9yklSIyGronpz6j7Fg,nightly-l10n,2019-06-17 23:53:56.724000+00:00,2019-06-18 00:31:57.084000+00:00,
repackage-l10n-trs-macosx64-shippable/opt,bhl3qQrEQOqYpbSAAtuBYA,repackage-l10n,2019-06-17 23:34:14.432000+00:00,2019-06-17 23:36:34.228000+00:00,
balrog-lo-linux64-shippable/opt,bhzCE83NSvu1WjRc8o923A,balrog,2019-06-18 00:28:25.857000+00:00,2019-06-18 00:28:42.085000+00:00,
beetmover-repackage-et-linux64-shippable/opt,bi5A6Q4tQS2EQ49WPQez1Q,beetmover-repackage,2019-06-18 00:28:28.193000+00:00,2019-06-18 00:29:46.828000+00:00,et
checksums-signing-be-win64-shippable/opt,bitK5FjuT2u6qDX0I345Ag,checksums-signing,2019-06-18 01:32:26.265000+00:00,2019-06-18 01:32:38.958000+00:00,
repackage-l10n-mr-linux-shippable/opt,bizJY6thSx6MYqSeAGq7cw,repackage-l10n,2019-06-18 00:13:15.819000+00:00,2019-06-18 00:15:20.909000+00:00,
beetmover-checksums-ru-win64-aarch64-shippable/opt,bj3PZsplT9a48IYSQIC2Hg,beetmover-checksums,2019-06-18 01:35:06.520000+00:00,2019-06-18 01:35:19.727000+00:00,ru
beetmover-repackage-hu-win64-aarch64-shippable/opt,bjEp3CcuQfy-YxFimzeqNw,beetmover-repackage,2019-06-18 01:19:33.202000+00:00,2019-06-18 01:20:58.542000+00:00,hu
partials-da-linux64-shippable/opt,bjGmIRJ9Q2CARf7H88_3OA,partials,2019-06-18 00:02:15.736000+00:00,2019-06-18 00:05:53.171000+00:00,
mar-signing-l10n-et-linux64-shippable/opt,bj__a0AQTum1wwFkYZZHFQ,mar-signing-l10n,2019-06-18 00:23:31.652000+00:00,2019-06-18 00:23:45.146000+00:00,
checksums-signing-ru-win64-shippable/opt,bmKOaTf1QTm00cQee_u5GA,checksums-signing,2019-06-18 01:31:02.096000+00:00,2019-06-18 01:31:15.280000+00:00,
beetmover-repackage-wo-win32-shippable/opt,bmqpbu9dQzuf3AQvfgVHfg,beetmover-repackage,2019-06-18 01:06:29.300000+00:00,2019-06-18 01:07:15.755000+00:00,wo
repackage-l10n-eu-win32-shippable/opt,bmwx-gYSQEefb5dU8hGlbg,repackage-l10n,2019-06-18 00:36:53.067000+00:00,2019-06-18 00:49:27.044000+00:00,
repackage-l10n-es-AR-win32-shippable/opt,bn2nZ4HyT7WfU8lRBHBrlg,repackage-l10n,2019-06-18 00:34:37.217000+00:00,2019-06-18 00:47:29.180000+00:00,
repackage-l10n-ta-linux64-shippable/opt,bnHYUwMJTNyXeaski_xyXQ,repackage-l10n,2019-06-18 00:00:21.694000+00:00,2019-06-18 00:04:09.074000+00:00,
partials-ms-win64-aarch64-shippable/opt,bnoTuxR5SLmiM7jMkuQnlA,partials,2019-06-18 01:06:07.803000+00:00,2019-06-18 01:10:11.890000+00:00,
partials-signing-af-win32-shippable/opt,bnx8ePH_RnyPG5Wx9fENhg,partials-signing,2019-06-18 00:53:43.256000+00:00,2019-06-18 00:53:58.301000+00:00,
beetmover-checksums-ia-macosx64-shippable/opt,bo7YVA4mSpGjVmfGFdudbg,beetmover-checksums,2019-06-17 23:40:23.110000+00:00,2019-06-17 23:40:36.515000+00:00,ia
nightly-l10n-signing-win64-shippable-3/opt,boEkPG8USeK6TN38KoovlA,nightly-l10n-signing,2019-06-18 00:31:26.603000+00:00,2019-06-18 00:40:14.668000+00:00,
repackage-signing-l10n-ka-win32-shippable/opt,boF21emtR86z6s5o4XRERg,repackage-signing-l10n,2019-06-18 01:05:23.309000+00:00,2019-06-18 01:06:04.378000+00:00,
partials-signing-xh-linux-shippable/opt,boFydByAS8Geig56uKJ5Aw,partials-signing,2019-06-18 00:33:15.435000+00:00,2019-06-18 00:33:31.863000+00:00,
checksums-signing-oc-win32-shippable/opt,boVXmQmbTeuu3kbxa0en3A,checksums-signing,2019-06-18 01:21:16.708000+00:00,2019-06-18 01:21:44.545000+00:00,
beetmover-checksums-az-win64-shippable/opt,boxq5WtSSS6yp5hZY7BMtg,beetmover-checksums,2019-06-18 01:38:51.772000+00:00,2019-06-18 01:39:06.632000+00:00,az
partials-signing-ur-macosx64-shippable/opt,bp8gImnoSGafdjKcCQflsA,partials-signing,2019-06-17 23:37:15.388000+00:00,2019-06-17 23:37:29.573000+00:00,
partials-es-CL-macosx64-shippable/opt,bpTSxW5UQ46sVN3RIgYHUA,partials,2019-06-17 23:44:50.523000+00:00,2019-06-17 23:51:19.616000+00:00,
partials-en-CA-linux-shippable/opt,bpTn96IXTPmF-NbE4gmCKQ,partials,2019-06-18 00:15:46.473000+00:00,2019-06-18 00:20:09.744000+00:00,
repackage-msi-sv-SE-win32-shippable/opt,bptzHT_xQR-VhaeeFe_d0Q,repackage-msi,2019-06-18 01:00:56.224000+00:00,2019-06-18 01:25:32.526000+00:00,
partials-signing-tl-linux64-shippable/opt,bpzt1WDpQ4GSp58e7BiAVQ,partials-signing,2019-06-18 00:27:42.987000+00:00,2019-06-18 00:27:58.480000+00:00,
beetmover-repackage-ja-JP-mac-macosx64-shippable/opt,br-03lJjSsyzpUOrCrKlkA,beetmover-repackage,2019-06-17 23:40:25.213000+00:00,2019-06-17 23:41:44.267000+00:00,ja-JP-mac
repackage-signing-msi-fi-win64-shippable/opt,bs4Bc5alTfWnNKWRRHFX4A,repackage-signing-msi,2019-06-18 01:20:39.288000+00:00,2019-06-18 01:21:23.398000+00:00,
repackage-signing-l10n-hr-win32-shippable/opt,bsGJMq6eSHGgl-kLhLyzOw,repackage-signing-l10n,2019-06-18 01:00:10.661000+00:00,2019-06-18 01:00:47.032000+00:00,
checksums-signing-ga-IE-win64-shippable/opt,btC1n7jeQXuEcCwHezmUGQ,checksums-signing,2019-06-18 01:28:10.206000+00:00,2019-06-18 01:29:18.313000+00:00,
beetmover-repackage-xh-linux-shippable/opt,btIaocfKTnaL1leDwSgdgw,beetmover-repackage,2019-06-18 00:34:01.425000+00:00,2019-06-18 00:35:27.112000+00:00,xh
nightly-l10n-win64-aarch64-shippable-2/opt,btSQEWfgSdOO--Gb-WLzJg,nightly-l10n,2019-06-17 23:53:56.793000+00:00,2019-06-18 00:32:55.830000+00:00,
beetmover-checksums-lt-win32-shippable/opt,btrI8jrZTVSDYXoPIOY6ZQ,beetmover-checksums,2019-06-18 01:14:49.750000+00:00,2019-06-18 01:15:04.541000+00:00,lt
balrog-kab-linux-shippable/opt,buKrsGL6SCiK0egApaO1kg,balrog,2019-06-18 00:41:39.221000+00:00,2019-06-18 00:43:04.489000+00:00,
repackage-signing-msi-af-win32-shippable/opt,buLyvNLKSya1p0NVVtAAtw,repackage-signing-msi,2019-06-18 01:08:27.202000+00:00,2019-06-18 01:08:56.758000+00:00,
mar-signing-l10n-ca-linux64-shippable/opt,bunJwPCPTX2wiDGTM2mYEQ,mar-signing-l10n,2019-06-18 00:15:49.680000+00:00,2019-06-18 00:16:04.586000+00:00,
balrog-ia-win64-shippable/opt,bw1b-YJzRj2PkIKidQq7nw,balrog,2019-06-18 01:35:26.302000+00:00,2019-06-18 01:35:43.258000+00:00,
partials-nn-NO-win32-shippable/opt,bw8x-H0LS5qmrDJuPp9oXA,partials,2019-06-18 00:47:43.564000+00:00,2019-06-18 00:51:08.077000+00:00,
partials-signing-son-win64-aarch64-shippable/opt,bwTcvTuwTG26yHhrM24aZQ,partials-signing,2019-06-18 01:16:48.671000+00:00,2019-06-18 01:17:03.961000+00:00,
repackage-msi-pa-IN-win64-shippable/opt,bwU3D0hDQqWhxWHQLuO78w,repackage-msi,2019-06-18 01:08:45.385000+00:00,2019-06-18 01:18:35.960000+00:00,
repackage-msi-crh-win64-shippable/opt,bwyxO2SETveEM8zY5XcW1A,repackage-msi,2019-06-18 01:08:50.645000+00:00,2019-06-18 01:16:25.031000+00:00,
repackage-signing-l10n-dsb-win32-shippable/opt,bxK4LIg1SSyM486OiGHn-w,repackage-signing-l10n,2019-06-18 00:55:25.464000+00:00,2019-06-18 00:56:07.953000+00:00,
beetmover-checksums-ltg-win32-shippable/opt,bxOt22m8QtSJrNFI-WsaPA,beetmover-checksums,2019-06-18 01:15:05.903000+00:00,2019-06-18 01:15:25.111000+00:00,ltg
repackage-l10n-hi-IN-win64-aarch64-shippable/opt,bxxRzd4GQOunfXsqh2Bc5A,repackage-l10n,2019-06-18 00:50:57.367000+00:00,2019-06-18 01:04:25.746000+00:00,
partials-signing-eu-win64-aarch64-shippable/opt,bxzAKfReStKJpJA9QcrR4g,partials-signing,2019-06-18 01:16:33.318000+00:00,2019-06-18 01:16:49.952000+00:00,
repackage-signing-l10n-ia-win64-aarch64-shippable/opt,byLf2NGoRUmCL4kY2GOO0w,repackage-signing-l10n,2019-06-18 01:12:45.629000+00:00,2019-06-18 01:13:25.245000+00:00,
mar-signing-l10n-bn-win64-shippable/opt,byQ7-CnCQgSnwFNkev4QLQ,mar-signing-l10n,2019-06-18 01:03:38.097000+00:00,2019-06-18 01:03:50.437000+00:00,
repackage-linux64-asan-reporter-nightly/opt,bz-MG1xuQnGEJsLqcnCd5Q,repackage,2019-06-17 23:02:30.608000+00:00,2019-06-17 23:08:00.920000+00:00,
partials-sk-linux64-shippable/opt,bzJATx0BSO6CJxbbVFR9qQ,partials,2019-06-18 00:04:19.057000+00:00,2019-06-18 00:08:40.502000+00:00,
repackage-signing-msi-be-win32-shippable/opt,bzOi-7PLSVqBBRFK2KJe4Q,repackage-signing-msi,2019-06-18 01:06:35.274000+00:00,2019-06-18 01:07:04.117000+00:00,
checksums-signing-lo-win64-shippable/opt,bz_BfAOEThWICBI9iPypVw,checksums-signing,2019-06-18 01:37:08.893000+00:00,2019-06-18 01:37:22.231000+00:00,
mar-signing-l10n-my-win64-aarch64-shippable/opt,bztNqGdBSderW9XTHdunfA,mar-signing-l10n,2019-06-18 01:07:53.944000+00:00,2019-06-18 01:09:11.354000+00:00,
repackage-msi-trs-win64-shippable/opt,c-MasYDWTwSyHJgDxybK8A,repackage-msi,2019-06-18 01:09:02.069000+00:00,2019-06-18 01:20:19.949000+00:00,
checksums-signing-cak-win32-shippable/opt,c-gqRrB0STy0JyRZhUIrhw,checksums-signing,2019-06-18 01:17:00.087000+00:00,2019-06-18 01:17:13.293000+00:00,
checksums-signing-rm-linux-shippable/opt,c-ry4Se0TPy77Vw9ESy67w,checksums-signing,2019-06-18 00:54:14.037000+00:00,2019-06-18 00:55:14.521000+00:00,
mar-signing-l10n-gl-win64-shippable/opt,c-sGh0lNQzeEZ8yamJvZGQ,mar-signing-l10n,2019-06-18 01:00:49.502000+00:00,2019-06-18 01:01:02.338000+00:00,
nightly-l10n-win64-shippable-2/opt,c0Nl4HBUSW2w7JkOnzfCCQ,nightly-l10n,2019-06-17 23:49:55.013000+00:00,2019-06-18 00:15:54.644000+00:00,
beetmover-repackage-gn-win32-shippable/opt,c0PFjH6MQqe_LAHQHmNA3w,beetmover-repackage,2019-06-18 01:15:43.910000+00:00,2019-06-18 01:17:11.845000+00:00,gn
repackage-l10n-mk-win32-shippable/opt,c11z2fnyRCOGMztuIDPOag,repackage-l10n,2019-06-18 00:35:43.390000+00:00,2019-06-18 00:49:06.454000+00:00,
repackage-signing-l10n-rm-win32-shippable/opt,c1L1t6sNROmOOO4Zvw1Myg,repackage-signing-l10n,2019-06-18 00:58:05.461000+00:00,2019-06-18 00:58:46.975000+00:00,
repackage-msi-es-AR-win64-shippable/opt,c1Nh21KIT2u-v06ObTmmog,repackage-msi,2019-06-18 01:09:21.769000+00:00,2019-06-18 01:17:40.310000+00:00,
checksums-signing-ru-linux-shippable/opt,c2DmXm6ORDik4WTTlb25ZQ,checksums-signing,2019-06-18 00:53:13.014000+00:00,2019-06-18 00:53:51.281000+00:00,
partials-signing-eu-linux-shippable/opt,c2P0STVGQ1ig5H4PEB5cUQ,partials-signing,2019-06-18 00:38:38.465000+00:00,2019-06-18 00:39:30.809000+00:00,
partials-signing-uz-macosx64-shippable/opt,c2YC4q8TTPuzNTC8GlGQEg,partials-signing,2019-06-17 23:37:59.464000+00:00,2019-06-17 23:39:12.211000+00:00,
partials-ko-win64-shippable/opt,c32F3l5rS8yWvUhnj7GsUQ,partials,2019-06-18 01:13:44.265000+00:00,2019-06-18 01:17:02.791000+00:00,
partials-te-win64-shippable/opt,c3RE9NoZSA29TccpdGoBew,partials,2019-06-18 00:55:31.309000+00:00,2019-06-18 00:58:53.452000+00:00,
beetmover-repackage-sl-win32-shippable/opt,c3u3X4LHRPy8CxOlZsSM-w,beetmover-repackage,2019-06-18 01:11:16.242000+00:00,2019-06-18 01:12:33.103000+00:00,sl
mar-signing-l10n-zh-TW-linux64-shippable/opt,c4C819aaQYijrpa2oy6Dpg,mar-signing-l10n,2019-06-18 00:28:17.724000+00:00,2019-06-18 00:28:31.581000+00:00,
beetmover-repackage-lo-win32-shippable/opt,c4iB-X-sRzelr12bXyDpQg,beetmover-repackage,2019-06-18 01:08:45.434000+00:00,2019-06-18 01:09:33.467000+00:00,lo
mar-signing-l10n-gu-IN-win32-shippable/opt,c4o_5isMSNWEBJAIiIQaNA,mar-signing-l10n,2019-06-18 00:57:00.601000+00:00,2019-06-18 00:57:13.988000+00:00,
beetmover-repackage-af-win32-shippable/opt,c4v4lN9PTva3hIl9Jb3Z4A,beetmover-repackage,2019-06-18 01:08:58.807000+00:00,2019-06-18 01:10:01.392000+00:00,af
repackage-l10n-fa-linux-shippable/opt,c56I_ONHS9yjNKuu_xDIdg,repackage-l10n,2019-06-18 00:13:29.373000+00:00,2019-06-18 00:15:42.052000+00:00,
repackage-l10n-es-MX-win32-shippable/opt,c5NglCRARFuZjDjUVSrggg,repackage-l10n,2019-06-18 00:32:20.634000+00:00,2019-06-18 00:43:31.286000+00:00,
beetmover-checksums-id-linux64-shippable/opt,c6MGNoliROeYifrv3TsNQg,beetmover-checksums,2019-06-18 00:43:57.953000+00:00,2019-06-18 00:44:56.135000+00:00,id
partials-ca-win64-aarch64-shippable/opt,c6RfsxctRQOqTZZia47mWQ,partials,2019-06-18 01:13:55.094000+00:00,2019-06-18 01:17:36.698000+00:00,
