name,taskid,kind,started,resolved,locale
checksums-signing-lt-win32-shippable/opt,EytMrJzVRGi2URLTXu6TGA,checksums-signing,2019-06-18 01:13:57.239000+00:00,2019-06-18 01:14:11.581000+00:00,
checksums-signing-es-CL-linux64-shippable/opt,F-5l-OZAReK6wW8SVGea_w,checksums-signing,2019-06-18 00:41:45.446000+00:00,2019-06-18 00:41:57.971000+00:00,
beetmover-repackage-sk-win64-shippable/opt,F-ppOYP6ST2qsZY1VHcdMQ,beetmover-repackage,2019-06-18 01:24:30.732000+00:00,2019-06-18 01:25:41.078000+00:00,sk
checksums-signing-pl-linux-shippable/opt,F-tDXZN9RhCfKMda8F16zg,checksums-signing,2019-06-18 00:54:57.202000+00:00,2019-06-18 00:55:09.933000+00:00,
repackage-l10n-es-ES-macosx64-shippable/opt,F0_5VhRvTMyrZes8c0AkkA,repackage-l10n,2019-06-17 23:39:32.159000+00:00,2019-06-17 23:41:16.835000+00:00,
checksums-signing-km-win64-shippable/opt,F0riHdjmR7-1KeSKRVuiPA,checksums-signing,2019-06-18 01:27:07.780000+00:00,2019-06-18 01:27:22.206000+00:00,
beetmover-repackage-sk-win32-shippable/opt,F1LN5Nn_SXu1x6L2JLuMWw,beetmover-repackage,2019-06-18 01:14:16.192000+00:00,2019-06-18 01:15:08.462000+00:00,sk
mar-signing-l10n-gd-win64-aarch64-shippable/opt,F1ddVnd9RGm58n73mhXu2w,mar-signing-l10n,2019-06-18 01:14:10.418000+00:00,2019-06-18 01:14:24.523000+00:00,
nightly-l10n-signing-macosx64-shippable-11/opt,F1rMjQ3rQdCVFEgXJ7hSiA,nightly-l10n-signing,2019-06-17 23:19:39.429000+00:00,2019-06-17 23:32:45.308000+00:00,
balrog-gd-win32-shippable/opt,F21tw82WRuW9-W17342i9A,balrog,2019-06-18 01:17:54.453000+00:00,2019-06-18 01:18:12.199000+00:00,
checksums-signing-ga-IE-linux64-shippable/opt,F2Zv755iRwy2UVvIMWkbIw,checksums-signing,2019-06-18 00:46:30.154000+00:00,2019-06-18 00:46:42.440000+00:00,
balrog-km-linux64-shippable/opt,F2e4PkMGSGCBKl8cDb6Eww,balrog,2019-06-18 00:32:18.430000+00:00,2019-06-18 00:33:02.431000+00:00,
partials-signing-ta-linux64-shippable/opt,F2g9yu5yQQucsb-E7T-WyA,partials-signing,2019-06-18 00:28:01.047000+00:00,2019-06-18 00:28:16.212000+00:00,
beetmover-repackage-fa-linux-shippable/opt,F32pgoRsTJqBx8aY_XTntw,beetmover-repackage,2019-06-18 00:36:15.089000+00:00,2019-06-18 00:37:59.342000+00:00,fa
repackage-l10n-fa-macosx64-shippable/opt,F3H7c_JOSUSUXeOOHkLBAQ,repackage-l10n,2019-06-17 23:39:19.234000+00:00,2019-06-17 23:43:06.630000+00:00,
checksums-signing-hu-linux-shippable/opt,F3khIAFCRem7JjqouVDA3A,checksums-signing,2019-06-18 00:54:21.027000+00:00,2019-06-18 00:54:33.865000+00:00,
checksums-signing-th-win64-shippable/opt,F3oChI7DQSGdnYFbrpw58A,checksums-signing,2019-06-18 01:31:14.434000+00:00,2019-06-18 01:31:28.353000+00:00,
partials-kn-win64-shippable/opt,F43vaejPQDa_4lUqGP01jw,partials,2019-06-18 00:51:49.581000+00:00,2019-06-18 00:54:59.018000+00:00,
beetmover-repackage-nl-linux-shippable/opt,F4lYxBtaQ06gHMggWLetNQ,beetmover-repackage,2019-06-18 00:42:27.443000+00:00,2019-06-18 00:43:11.046000+00:00,nl
beetmover-repackage-gu-IN-linux-shippable/opt,F58R5kj4SRuVnt-WAE53Uw,beetmover-repackage,2019-06-18 00:38:47.215000+00:00,2019-06-18 00:40:48.407000+00:00,gu-IN
balrog-ia-win32-shippable/opt,F58bDMEiRiW8Ej4ewzIWsQ,balrog,2019-06-18 01:09:33.241000+00:00,2019-06-18 01:09:57.162000+00:00,
partials-te-linux-shippable/opt,F62apm7nQhmiR9xPK_KjpA,partials,2019-06-18 00:16:41.109000+00:00,2019-06-18 00:19:37.359000+00:00,
balrog-fi-linux-shippable/opt,F6NhX8iNQAyPZCgi9Zs6Iw,balrog,2019-06-18 00:44:51.760000+00:00,2019-06-18 00:45:39.913000+00:00,
repackage-signing-l10n-ja-win64-aarch64-shippable/opt,F6f31zoFSp6FTyirxaP5jQ,repackage-signing-l10n,2019-06-18 01:09:21.101000+00:00,2019-06-18 01:10:02.765000+00:00,
partials-signing-id-linux64-shippable/opt,F7dP_9vhQKikX_4UZW_FVg,partials-signing,2019-06-18 00:26:54.353000+00:00,2019-06-18 00:27:08.864000+00:00,
partials-cs-win32-shippable/opt,F7vEEn8hS6OV87PE_l1Qeg,partials,2019-06-18 00:48:33.398000+00:00,2019-06-18 00:51:53.229000+00:00,
repackage-l10n-sr-win64-aarch64-shippable/opt,F8BpI1qpQDi1GP5g8rn4xQ,repackage-l10n,2019-06-18 00:53:52.745000+00:00,2019-06-18 01:05:34.207000+00:00,
repackage-l10n-sl-win32-shippable/opt,F8Cs512ARvu5z7d5SCs1gg,repackage-l10n,2019-06-18 00:34:47.531000+00:00,2019-06-18 00:47:06.294000+00:00,
nightly-l10n-signing-linux64-shippable-14/opt,F8QdCqJlQAe6ImuO5DxJFQ,nightly-l10n-signing,2019-06-17 23:44:34.043000+00:00,2019-06-17 23:59:23.396000+00:00,
checksums-signing-en-CA-macosx64-shippable/opt,F8UlikMCS0OuVAD9RWn2QA,checksums-signing,2019-06-18 00:15:07.446000+00:00,2019-06-18 00:15:20.408000+00:00,
beetmover-repackage-te-linux-shippable/opt,F8n6jhR5Qv-j2xgEGOT8HA,beetmover-repackage,2019-06-18 00:36:53.360000+00:00,2019-06-18 00:38:14.758000+00:00,te
balrog-ff-macosx64-shippable/opt,F8v1p8C_R6uJsctcaao-3w,balrog,2019-06-17 23:41:05.423000+00:00,2019-06-17 23:41:21.010000+00:00,
partials-signing-ko-win64-aarch64-shippable/opt,F9J-e4cHQMmS8FjLkYo4LQ,partials-signing,2019-06-18 01:17:43.942000+00:00,2019-06-18 01:17:59.087000+00:00,
repackage-signing-msi-br-win64-shippable/opt,F9Ku8FwMTbG5oUNmqNTWfA,repackage-signing-msi,2019-06-18 01:21:27.169000+00:00,2019-06-18 01:22:01.263000+00:00,
partials-signing-br-macosx64-shippable/opt,F9RwD6ybSMq3fQp-R-EBXQ,partials-signing,2019-06-17 23:41:20.493000+00:00,2019-06-17 23:41:34.552000+00:00,
repackage-msi-ltg-win64-shippable/opt,FA0qFHsnQtSftEqPZPegWA,repackage-msi,2019-06-18 01:19:12.233000+00:00,2019-06-18 01:30:21.950000+00:00,
checksums-signing-my-win32-shippable/opt,FAxhdqfCRDenBoXOvis6Cw,checksums-signing,2019-06-18 01:20:02.838000+00:00,2019-06-18 01:20:16.960000+00:00,
mar-signing-l10n-es-ES-win64-aarch64-shippable/opt,FBChU8CHTUWoKYp4A9ya3A,mar-signing-l10n,2019-06-18 01:09:20.670000+00:00,2019-06-18 01:09:34.879000+00:00,
checksums-signing-ltg-macosx64-shippable/opt,FBbZ9NgaTkuMZLNFBpI9ug,checksums-signing,2019-06-18 00:02:42.638000+00:00,2019-06-18 00:02:56.268000+00:00,
repackage-msi-el-win32-shippable/opt,FBfSxYoAS721GzsvnO4TXg,repackage-msi,2019-06-18 00:56:24.618000+00:00,2019-06-18 01:04:38.085000+00:00,
mar-signing-l10n-ach-win64-aarch64-shippable/opt,FCbtBOQ5TcS80Yuy2p3sMA,mar-signing-l10n,2019-06-18 01:23:07.561000+00:00,2019-06-18 01:23:22.089000+00:00,
repackage-msi-hy-AM-win32-shippable/opt,FCcoBEFsSOaOGH7RQRV91w,repackage-msi,2019-06-18 01:02:56.597000+00:00,2019-06-18 01:13:02.790000+00:00,
repackage-signing-l10n-wo-win32-shippable/opt,FClD5_JhToaN9GDO53qowQ,repackage-signing-l10n,2019-06-18 00:43:22.026000+00:00,2019-06-18 00:44:12.035000+00:00,
balrog-is-linux64-shippable/opt,FD8kynN1TGS9W1xPlRrZpQ,balrog,2019-06-18 00:28:18.541000+00:00,2019-06-18 00:28:37.234000+00:00,
checksums-signing-it-win32-shippable/opt,FDQz3C-xTG6HO4s6LaMFuA,checksums-signing,2019-06-18 01:13:16.975000+00:00,2019-06-18 01:13:35.854000+00:00,
mar-signing-l10n-hi-IN-linux-shippable/opt,FDWUb6PRSJODsbqtVPReQg,mar-signing-l10n,2019-06-18 00:29:47.218000+00:00,2019-06-18 00:30:01.210000+00:00,
beetmover-repackage-en-GB-win32-shippable/opt,FDYQ92tYTgOIhND0dLda5g,beetmover-repackage,2019-06-18 01:14:08.095000+00:00,2019-06-18 01:14:56.689000+00:00,en-GB
partials-id-win64-aarch64-shippable/opt,FE8Ngq77QlGIKPVDr6sA9Q,partials,2019-06-18 01:03:44.170000+00:00,2019-06-18 01:07:43.579000+00:00,
beetmover-checksums-zh-TW-macosx64-shippable/opt,FEEJYA9nSCK6yh7-NAGR4A,beetmover-checksums,2019-06-17 23:40:37.788000+00:00,2019-06-17 23:40:50.720000+00:00,zh-TW
repackage-signing-l10n-tr-win64-aarch64-shippable/opt,FFMhlTYzQayTSxwczvhfRA,repackage-signing-l10n,2019-06-18 01:08:24.308000+00:00,2019-06-18 01:09:10.699000+00:00,
repackage-msi-km-win64-shippable/opt,FFV8Ex25QVeX1qyYMPvmhg,repackage-msi,2019-06-18 01:07:30.155000+00:00,2019-06-18 01:14:19.664000+00:00,
partials-signing-gu-IN-win64-aarch64-shippable/opt,FFapftRDRliYgBunoNFUrg,partials-signing,2019-06-18 01:16:58.574000+00:00,2019-06-18 01:17:15.211000+00:00,
repackage-signing-msi-ka-win64-shippable/opt,FFpyy4G6Rr2EChO10x5V0g,repackage-signing-msi,2019-06-18 01:18:23.133000+00:00,2019-06-18 01:18:49.779000+00:00,
beetmover-checksums-pl-win64-aarch64-shippable/opt,FG01iD7NRPm2QsxMmO_vlA,beetmover-checksums,2019-06-18 01:33:52.546000+00:00,2019-06-18 01:34:07.068000+00:00,pl
repackage-signing-l10n-es-MX-win64-shippable/opt,FGHSKJUvSpOb5FUkMMGang,repackage-signing-l10n,2019-06-18 01:01:08.686000+00:00,2019-06-18 01:02:23.973000+00:00,
partials-hu-linux64-shippable/opt,FGebg_jvQNmrBR9ckXu7gQ,partials,2019-06-17 23:58:24.198000+00:00,2019-06-18 00:02:31.164000+00:00,
checksums-signing-tr-macosx64-shippable/opt,FHAl6-cWTnWoSCjQsLzV1Q,checksums-signing,2019-06-18 00:03:14.784000+00:00,2019-06-18 00:03:27.387000+00:00,
beetmover-repackage-ff-linux-shippable/opt,FHegD6tNRwqWFhcqML8rTA,beetmover-repackage,2019-06-18 00:43:55.627000+00:00,2019-06-18 00:44:34.865000+00:00,ff
repackage-signing-l10n-es-AR-win64-aarch64-shippable/opt,FIiAgnCuTKi5CAYT3PsORQ,repackage-signing-l10n,2019-06-18 01:24:21.735000+00:00,2019-06-18 01:25:10.581000+00:00,
repackage-signing-l10n-cak-win64-shippable/opt,FImjCcbBRMSvvO-bXXh08g,repackage-signing-l10n,2019-06-18 01:03:22.608000+00:00,2019-06-18 01:04:33.081000+00:00,
mar-signing-l10n-trs-win64-shippable/opt,FIzw_mo_QZiJtHP689FzBw,mar-signing-l10n,2019-06-18 01:04:27.399000+00:00,2019-06-18 01:04:42.241000+00:00,
partials-signing-eu-macosx64-shippable/opt,FJRrgf6wTj2qPF5Jfgf1jw,partials-signing,2019-06-17 23:59:13.052000+00:00,2019-06-17 23:59:27.210000+00:00,
repackage-l10n-af-macosx64-shippable/opt,FJZ1F-VLTKKDFxq2l9UMHg,repackage-l10n,2019-06-17 23:40:20.411000+00:00,2019-06-17 23:41:54.220000+00:00,
beetmover-checksums-es-AR-win64-aarch64-shippable/opt,FJlYpu6SRcyDZDSsrFjDbA,beetmover-checksums,2019-06-18 01:40:01.916000+00:00,2019-06-18 01:40:13.976000+00:00,es-AR
repackage-msi-ro-win32-shippable/opt,FKEL_9MQS_K34nVfmtXjqw,repackage-msi,2019-06-18 00:58:11.139000+00:00,2019-06-18 01:07:50.057000+00:00,
checksums-signing-sq-linux-shippable/opt,FKhw__AFQUGbMRzSaUqpRg,checksums-signing,2019-06-18 00:55:16.316000+00:00,2019-06-18 00:55:28.993000+00:00,
beetmover-checksums-ga-IE-linux64-shippable/opt,FKkj16vtTD22f2lEkG7kPg,beetmover-checksums,2019-06-18 00:46:47.707000+00:00,2019-06-18 00:47:44.337000+00:00,ga-IE
partials-lo-win64-aarch64-shippable/opt,FKug_SKKStq04RWd38c5YA,partials,2019-06-18 01:10:05.109000+00:00,2019-06-18 01:14:14.625000+00:00,
beetmover-repackage-gl-win64-shippable/opt,FL-y4ckRRA61lxnB_ihoPg,beetmover-repackage,2019-06-18 01:27:11.695000+00:00,2019-06-18 01:27:58.898000+00:00,gl
beetmover-repackage-fr-linux64-shippable/opt,FLGv4fmlTPOl1ruIPwOeyg,beetmover-repackage,2019-06-18 00:31:15.359000+00:00,2019-06-18 00:32:25.331000+00:00,fr
partials-sl-win64-aarch64-shippable/opt,FLax11yeT-COt_4VtT7oMw,partials,2019-06-18 01:08:20.068000+00:00,2019-06-18 01:13:22.204000+00:00,
beetmover-checksums-nl-win64-aarch64-shippable/opt,FLeoF7a5Q2mOoZ6vSrf7tQ,beetmover-checksums,2019-06-18 01:34:14.418000+00:00,2019-06-18 01:35:22.963000+00:00,nl
mar-signing-l10n-sl-win64-shippable/opt,FMAU503gSZ-CFB3Y3rSZ4g,mar-signing-l10n,2019-06-18 01:02:22.138000+00:00,2019-06-18 01:02:34.443000+00:00,
mar-signing-l10n-es-CL-macosx64-shippable/opt,FMYfaZe1TWu1TzgeW2BepA,mar-signing-l10n,2019-06-17 23:44:59.252000+00:00,2019-06-17 23:45:13.950000+00:00,
partials-ff-win32-shippable/opt,FN8LzFGsS-KjKpUEA7UJ7Q,partials,2019-06-18 00:49:18.576000+00:00,2019-06-18 00:52:26.930000+00:00,
checksums-signing-hsb-macosx64-shippable/opt,FNG0iZWtRLaUwaK_Ee-vDQ,checksums-signing,2019-06-17 23:41:54.676000+00:00,2019-06-17 23:42:07.706000+00:00,
repackage-signing-l10n-si-win64-aarch64-shippable/opt,FNkaWR6lTTK5mu4ZEb8Bng,repackage-signing-l10n,2019-06-18 01:15:08.623000+00:00,2019-06-18 01:16:02.517000+00:00,
repackage-l10n-gd-linux64-shippable/opt,FOHfGRTaRnmvSAfDLFd4pw,repackage-l10n,2019-06-17 23:56:44.994000+00:00,2019-06-17 23:58:09.338000+00:00,
partials-signing-ar-win64-shippable/opt,FONYP8OsTh6nFHZMHHmKHw,partials-signing,2019-06-18 01:05:39.144000+00:00,2019-06-18 01:05:55.624000+00:00,
mar-signing-l10n-bs-win32-shippable/opt,FOkhW4yyRZW-ZH1yZdZnwQ,mar-signing-l10n,2019-06-18 00:58:05.116000+00:00,2019-06-18 00:58:17.168000+00:00,
beetmover-repackage-is-linux-shippable/opt,FOm8MukWRCupTNwa0MBp9g,beetmover-repackage,2019-06-18 00:39:31.690000+00:00,2019-06-18 00:41:15.758000+00:00,is
balrog-lt-win64-shippable/opt,FOt6cXEZSjOq1jirmFo8Vw,balrog,2019-06-18 01:36:30.612000+00:00,2019-06-18 01:37:50.881000+00:00,
repackage-msi-sk-win32-shippable/opt,FP3xjzZAR_i2TblEcmUptw,repackage-msi,2019-06-18 00:58:54.329000+00:00,2019-06-18 01:07:04.347000+00:00,
repackage-signing-l10n-ka-win64-shippable/opt,FP4obrhwQByt7u9kNUnrkw,repackage-signing-l10n,2019-06-18 01:01:48.953000+00:00,2019-06-18 01:02:22.654000+00:00,
repackage-l10n-kn-linux-shippable/opt,FPPxaeoPQgWfTrsyPq4s1Q,repackage-l10n,2019-06-18 00:16:37.009000+00:00,2019-06-18 00:18:45.679000+00:00,
partials-signing-win64-shippable/opt,FPxZp_64RhSuUWI435-s-A,partials-signing,2019-06-18 00:27:39.199000+00:00,2019-06-18 00:27:53.031000+00:00,
mar-signing-l10n-es-ES-macosx64-shippable/opt,FQLsUZ57SZu_F3h0m9uypw,mar-signing-l10n,2019-06-17 23:41:20.478000+00:00,2019-06-17 23:41:34.016000+00:00,
beetmover-repackage-ro-macosx64-shippable/opt,FQOfsWkAQ8mOFY665hfglA,beetmover-repackage,2019-06-17 23:40:51.995000+00:00,2019-06-17 23:41:44.916000+00:00,ro
beetmover-checksums-ff-linux64-shippable/opt,FQi2oNsFTcmKJin2PiC_uw,beetmover-checksums,2019-06-18 00:43:37.620000+00:00,2019-06-18 00:44:32.186000+00:00,ff
repackage-msi-gu-IN-win32-shippable/opt,FQpW0ybUQUOo8CyWCgPFPA,repackage-msi,2019-06-18 00:58:05.537000+00:00,2019-06-18 01:05:54.377000+00:00,
beetmover-checksums-lt-linux64-shippable/opt,FQwc3MnuToKqAk0WsEcxNw,beetmover-checksums,2019-06-18 00:43:31.369000+00:00,2019-06-18 00:43:44.711000+00:00,lt
balrog-ltg-linux-shippable/opt,FQwwT5t8R3ORFlCgdq0ziA,balrog,2019-06-18 00:42:49.200000+00:00,2019-06-18 00:43:39.698000+00:00,
checksums-signing-gd-linux-shippable/opt,FRNM4lR1Rq20V1OTcMg5Xw,checksums-signing,2019-06-18 00:54:23.859000+00:00,2019-06-18 00:54:37.221000+00:00,
beetmover-checksums-km-win64-shippable/opt,FRdmGGdRQP-b2HoQCVbrwQ,beetmover-checksums,2019-06-18 01:35:38.602000+00:00,2019-06-18 01:36:37.508000+00:00,km
partials-mk-linux64-shippable/opt,FSG7HYhuT1S62b0gQfIqCQ,partials,2019-06-17 23:58:34.660000+00:00,2019-06-18 00:02:27.083000+00:00,
balrog-ach-win32-shippable/opt,FSSufE76SFuBUCfSlzZjrg,balrog,2019-06-18 01:09:18.773000+00:00,2019-06-18 01:10:20.363000+00:00,
balrog-ga-IE-win64-aarch64-shippable/opt,FSVS1EH2TQ6LIXQZDf5mUQ,balrog,2019-06-18 01:20:06.974000+00:00,2019-06-18 01:20:23.562000+00:00,
repackage-l10n-my-win64-aarch64-shippable/opt,FSdYZTfxRkGpPVcI3eSc4w,repackage-l10n,2019-06-18 00:51:56.938000+00:00,2019-06-18 01:02:11.597000+00:00,
mar-signing-l10n-lt-win32-shippable/opt,FSrMfjw9SrqeDcrVeHpTzw,mar-signing-l10n,2019-06-18 00:49:32.178000+00:00,2019-06-18 00:49:43.858000+00:00,
repackage-signing-l10n-te-win64-shippable/opt,FTDH98iJSrexWhOLI_2RVg,repackage-signing-l10n,2019-06-18 01:05:37.851000+00:00,2019-06-18 01:06:09.645000+00:00,
balrog-cs-linux-shippable/opt,FTP52rGbSS6ZUTKCM5Nv3g,balrog,2019-06-18 00:41:51.443000+00:00,2019-06-18 00:42:16.264000+00:00,
repackage-signing-msi-fr-win64-shippable/opt,FTyWKvGcQZubWFOuNEMIgw,repackage-signing-msi,2019-06-18 01:21:16.756000+00:00,2019-06-18 01:21:49.793000+00:00,
balrog-kn-macosx64-shippable/opt,FUX0QI6xT1CVxOBUP758EQ,balrog,2019-06-17 23:48:15.982000+00:00,2019-06-17 23:48:33.595000+00:00,
beetmover-checksums-sl-win64-shippable/opt,FUZYltgxR-WkdwWOktDj9g,beetmover-checksums,2019-06-18 01:35:55.115000+00:00,2019-06-18 01:36:09.324000+00:00,sl
beetmover-checksums-fa-win64-shippable/opt,FUhNIaFrReSF1p0YrXz6jQ,beetmover-checksums,2019-06-18 01:24:28.630000+00:00,2019-06-18 01:25:06.861000+00:00,fa
checksums-signing-sk-linux64-shippable/opt,FUmVm-1oRFmuCI7lHrznfQ,checksums-signing,2019-06-18 00:46:09.998000+00:00,2019-06-18 00:46:22.875000+00:00,
mar-signing-l10n-kn-linux-shippable/opt,FV9eMeCnTzyF5Em4Oh-9jw,mar-signing-l10n,2019-06-18 00:34:53.264000+00:00,2019-06-18 00:35:07.001000+00:00,
partials-nn-NO-linux64-shippable/opt,FVTmNhbwRs67LIDS6XuceA,partials,2019-06-18 00:01:59.009000+00:00,2019-06-18 00:05:48.416000+00:00,
beetmover-checksums-oc-macosx64-shippable/opt,FVfhLhecTfaJlWrOY9vX0A,beetmover-checksums,2019-06-18 00:14:58.428000+00:00,2019-06-18 00:15:38.592000+00:00,oc
mar-signing-l10n-oc-win64-aarch64-shippable/opt,FVhVJ2fATZagUYIp85kAIw,mar-signing-l10n,2019-06-18 01:12:59.893000+00:00,2019-06-18 01:13:21.002000+00:00,
beetmover-repackage-hy-AM-win32-shippable/opt,FWxBhP8TRxixBrFS174L-g,beetmover-repackage,2019-06-18 01:23:01.320000+00:00,2019-06-18 01:24:12.424000+00:00,hy-AM
nightly-l10n-signing-linux64-shippable-7/opt,FXBgjRIpSauVUc28JNFTXg,nightly-l10n-signing,2019-06-17 23:44:52.839000+00:00,2019-06-18 00:00:04.183000+00:00,
beetmover-repackage-eo-linux64-shippable/opt,FYJTi4VIThOOjB2of-gmOw,beetmover-repackage,2019-06-18 00:28:02.919000+00:00,2019-06-18 00:28:48.575000+00:00,eo
beetmover-checksums-gn-win64-aarch64-shippable/opt,FZjtOUgHQled641YIi1lLA,beetmover-checksums,2019-06-18 01:34:17.353000+00:00,2019-06-18 01:34:30.742000+00:00,gn
repackage-l10n-fr-win64-aarch64-shippable/opt,F_VxyFluS-SWUKHBixtKWQ,repackage-l10n,2019-06-18 00:54:04.736000+00:00,2019-06-18 01:05:52.958000+00:00,
mar-signing-l10n-eu-win64-aarch64-shippable/opt,F_kDFEYiQq2l1S6u61NW5g,mar-signing-l10n,2019-06-18 01:10:11.935000+00:00,2019-06-18 01:10:26.211000+00:00,
repackage-signing-l10n-nn-NO-win64-aarch64-shippable/opt,Fa-_6ZbpQzulsUDYj-t2RA,repackage-signing-l10n,2019-06-18 01:10:07.275000+00:00,2019-06-18 01:10:49.677000+00:00,
balrog-sl-win32-shippable/opt,Fa3cE_zcRhive4xd1sLqww,balrog,2019-06-18 01:12:40.595000+00:00,2019-06-18 01:13:18.411000+00:00,
repackage-l10n-pl-macosx64-shippable/opt,FaTnMUBvQByoqSZNGAL0vg,repackage-l10n,2019-06-17 23:31:05.444000+00:00,2019-06-17 23:33:06.957000+00:00,
partials-signing-hsb-win64-shippable/opt,FaWBxdsBRHavAIqOKXq0nw,partials-signing,2019-06-18 01:05:07.148000+00:00,2019-06-18 01:05:21.844000+00:00,
mar-signing-l10n-hsb-win64-aarch64-shippable/opt,FbjsI_b5Q8O85dXWp1XCqA,mar-signing-l10n,2019-06-18 01:07:37.571000+00:00,2019-06-18 01:07:52.224000+00:00,
repackage-signing-l10n-fy-NL-win32-shippable/opt,FbwcYwoxQNiBdt05dthtHg,repackage-signing-l10n,2019-06-18 01:00:30.292000+00:00,2019-06-18 01:01:19.225000+00:00,
mar-signing-l10n-lij-win32-shippable/opt,FceAk0GCRH6qCBfnvbLJAg,mar-signing-l10n,2019-06-18 00:52:22.967000+00:00,2019-06-18 00:52:45.563000+00:00,
repackage-l10n-ur-win32-shippable/opt,FcjlDsqvSiGk5BK1Y4JUpg,repackage-l10n,2019-06-18 00:19:43.533000+00:00,2019-06-18 00:29:55.182000+00:00,
partials-signing-af-linux64-shippable/opt,FcvHMoTmSl6UB6QbqhIJNQ,partials-signing,2019-06-18 00:28:29.673000+00:00,2019-06-18 00:28:44.392000+00:00,
mar-signing-l10n-da-macosx64-shippable/opt,Fd4ys-ZjQA6EWuoPWPiztw,mar-signing-l10n,2019-06-17 23:58:14.766000+00:00,2019-06-17 23:58:28.930000+00:00,
balrog-en-GB-win64-shippable/opt,FdYKZoNVSAq4PFGsaA4aqw,balrog,2019-06-18 01:30:59.904000+00:00,2019-06-18 01:31:27.689000+00:00,
beetmover-checksums-wo-linux64-shippable/opt,FdeTEfv2RE6h-sfAH-yUkw,beetmover-checksums,2019-06-18 00:47:48.803000+00:00,2019-06-18 00:48:40.471000+00:00,wo
repackage-signing-msi-sl-win64-shippable/opt,Fdmbv8QKRDu0YuZ-Ny899A,repackage-signing-msi,2019-06-18 01:19:13.463000+00:00,2019-06-18 01:19:43.950000+00:00,
nightly-l10n-win32-shippable-17/opt,FdzqEWJsRSaf1K8EBcQzdA,nightly-l10n,2019-06-17 23:35:07.443000+00:00,2019-06-18 00:01:06.206000+00:00,
checksums-signing-ms-linux64-shippable/opt,Fe234lt9TEKYvwpD6F20kw,checksums-signing,2019-06-18 00:41:19.832000+00:00,2019-06-18 00:41:38.607000+00:00,
balrog-en-CA-win64-shippable/opt,Fe8vndwMSwukPyOvaMrxjg,balrog,2019-06-18 01:33:58.935000+00:00,2019-06-18 01:34:16.321000+00:00,
repackage-signing-msi-pt-BR-win64-shippable/opt,Fe9VKC_VR1S1d3aowEVGQw,repackage-signing-msi,2019-06-18 01:21:01.071000+00:00,2019-06-18 01:22:58.730000+00:00,
partials-uz-win32-shippable/opt,FeYNbnZcT5y3zRVRSWEmAQ,partials,2019-06-18 00:30:19.303000+00:00,2019-06-18 00:33:36.424000+00:00,
checksums-signing-hi-IN-macosx64-shippable/opt,Ff5ReY1mTg6MawNTSP8SQQ,checksums-signing,2019-06-17 23:43:54.276000+00:00,2019-06-17 23:44:06.256000+00:00,
balrog-crh-macosx64-shippable/opt,FfBykKXjTiesir2xWZM5Kg,balrog,2019-06-17 23:43:09.637000+00:00,2019-06-17 23:43:24.776000+00:00,
beetmover-checksums-en-CA-win64-aarch64-shippable/opt,FhP3smlsQoixcJTEO19p7A,beetmover-checksums,2019-06-18 01:39:57.825000+00:00,2019-06-18 01:40:10.808000+00:00,en-CA
balrog-sl-win64-aarch64-shippable/opt,FhdjO730RpiMxPn7SHPNsg,balrog,2019-06-18 01:24:31.691000+00:00,2019-06-18 01:25:15.157000+00:00,
beetmover-repackage-cy-linux-shippable/opt,Fi9d2ae5Q1-uqrsXh_LcqA,beetmover-repackage,2019-06-18 00:40:51.718000+00:00,2019-06-18 00:42:24.155000+00:00,cy
checksums-signing-ast-win64-shippable/opt,FijoVjqrTruLZbq7wgMqsQ,checksums-signing,2019-06-18 01:24:31.817000+00:00,2019-06-18 01:24:45.873000+00:00,
partials-signing-pt-PT-macosx64-shippable/opt,Fiw24-MkRzytk9yC42IUyQ,partials-signing,2019-06-17 23:39:33.928000+00:00,2019-06-17 23:39:47.516000+00:00,
partials-signing-ast-win32-shippable/opt,FjE8_fJQT9qYZjlfielDNg,partials-signing,2019-06-18 00:53:31.857000+00:00,2019-06-18 00:53:48.591000+00:00,
mar-signing-l10n-br-macosx64-shippable/opt,FjFZkc3aSPyIBcPq-46Mcw,mar-signing-l10n,2019-06-17 23:34:07.693000+00:00,2019-06-17 23:35:18.534000+00:00,
beetmover-repackage-oc-linux64-shippable/opt,FjInHBlbRUKGKeCL0vC52Q,beetmover-repackage,2019-06-18 00:27:21.155000+00:00,2019-06-18 00:28:05.427000+00:00,oc
beetmover-checksums-uk-linux-shippable/opt,FjQ2LEDUQ5-__dZG8FOsmw,beetmover-checksums,2019-06-18 00:51:03.318000+00:00,2019-06-18 00:51:17.400000+00:00,uk
checksums-signing-crh-win32-shippable/opt,Fjp48y0kR4G7wW30B9OjUQ,checksums-signing,2019-06-18 01:17:55.278000+00:00,2019-06-18 01:18:08.769000+00:00,
repackage-signing-l10n-gn-win64-aarch64-shippable/opt,Fk6-yGVwSFyAahC29V4hmA,repackage-signing-l10n,2019-06-18 01:14:50.357000+00:00,2019-06-18 01:15:53.490000+00:00,
partials-es-CL-win64-aarch64-shippable/opt,Fl1M0SjnRjuYoEza50CNdA,partials,2019-06-18 01:25:00.584000+00:00,2019-06-18 01:29:22.581000+00:00,
